Faculdade,Turmas,Disciplina,Q11,Q12,Q13,Q14,Q15,Q26,Q27,Q28,Q29,Q210,Q211,Q212,Q213,Q314,Q315,Q316,Q41,Q42,Q43,Q44,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58
FEM,2017,MECANISMOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,1
FEM,2020,METODOLOGIA CIENTIFICA,3,4,3,4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4
FEM,2020,METODOLOGIA CIENTIFICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2020,METODOLOGIA CIENTIFICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,4,4,3,4
FEM,2020,METODOLOGIA CIENTIFICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2020,METODOLOGIA CIENTIFICA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,2,2,2,2,3,4,3,3
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,2,2,3,4,3,4,2,2,2,1,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,2,2,3,2,1,1,2,2,4,3,3
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,3,4,4,4,4,4
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,3,2,4,4,3,4,4,4,4,4
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,3,2,4,4,3,4,4,4,4,4
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2020,METODOLOGIA DE TRABALHOS ACADEMICOS,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,2,4,2,2,1,2,3,4,4,3
FECOMP,2016,METODOS NUMERICOS PARA ENGENHARIA,3,4,2,4,4,4,4,3,2,3,3,2,2,4,4,4,3,3,4,4,3,4,3,4,3,2,4,1
FECOMP,2016,METODOS NUMERICOS PARA ENGENHARIA,4,4,2,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,3,2,4,3,2,3,2
FEM,2020,METROLOGIA,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4
FEM,2020,METROLOGIA,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3
FEM,2020,METROLOGIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2020,METROLOGIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4
FEM,2020,METROLOGIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4
FEM,2020,METROLOGIA,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2020,METROLOGIA,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,2,2,3,2,2,3,3,3
FECOMP,2016,MINERACAO DE DADOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,3,4,2,2
FECOMP,2017,MINERACAO DE DADOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4
FECOMP,2017,MINERACAO DE DADOS,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,3,3,4,3,3,3,4,4,3,4
FECOMP,2016,MINERACAO DE DADOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2018,PROBABILIDADE E ESTATISTICA,3,4,2,4,4,4,4,2,4,3,4,4,4,4,4,3,3,3,4,3,4,3,3,3,4,4,4,2
FECOMP,2018,PROBABILIDADE E ESTATISTICA,3,3,3,3,3,3,3,1,3,2,3,3,3,2,2,2,1,2,2,2,4,4,3,3,2,4,3,1
FEM,2017,PROCESSOS DE FABRICACAO NAO-CONVENCIONAIS,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,2,3,4,4,4,3
FECOMP,2019,PROGRAMACAO,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,2,3,3,3,4,3
FECOMP,2020,PROGRAMACAO,4,4,4,3,4,4,4,3,4,4,3,3,3,4,3,4,3,4,4,4,2,3,3,3,2,4,4,3
FECOMP,2019,PROGRAMACAO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
FECOMP,2019,PROGRAMACAO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FECOMP,2019,PROGRAMACAO,4,4,2,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,4,4,1,4,4,1,4,4
FECOMP,2019,PROGRAMACAO,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,4,4,4,3,3,4,4,3,4,4
FECOMP,2019,PROGRAMACAO,3,4,2,3,4,3,4,1,2,1,2,2,2,1,1,1,4,2,3,3,4,3,2,4,4,4,3,3
FECOMP,2020,PROGRAMACAO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2020,PROGRAMACAO,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
FECOMP,2020,PROGRAMACAO,4,4,2,1,4,3,4,3,3,3,3,3,3,2,3,2,3,3,4,2,2,3,2,4,3,4,4,2
FECOMP,2017,PROGRAMACAO PARALELA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3
FECOMP,2017,PROGRAMACAO PARALELA,4,4,3,4,4,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3
FECOMP,2015,PROGRAMACAO PARALELA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4
FECOMP,2017,PROJETO DE HARDWARE E INTERFACEAMENTO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
FECOMP,2017,PROJETO DE HARDWARE E INTERFACEAMENTO,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FECOMP,2017,PROJETO DE HARDWARE E INTERFACEAMENTO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
FECOMP,2017,PROJETO DE HARDWARE E INTERFACEAMENTO,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3
FECOMP,2017,PROJETO DE HARDWARE E INTERFACEAMENTO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2020,PROJETOS DE ENGENHARIA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,4,3
FECOMP,2020,PROJETOS DE ENGENHARIA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4
FECOMP,2020,PROJETOS DE ENGENHARIA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4
FECOMP,2020,PROJETOS DE ENGENHARIA I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,4,4
FECOMP,2019,PROJETOS DE ENGENHARIA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
FECOMP,2019,PROJETOS DE ENGENHARIA II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2019,PROJETOS DE ENGENHARIA II,3,2,3,3,3,1,2,2,3,1,3,3,2,2,2,2,3,3,3,3,3,2,2,2,3,4,4,3
FECOMP,2019,PROJETOS DE ENGENHARIA II,1,4,3,2,2,1,4,1,1,1,2,3,2,2,2,2,1,2,2,1,1,2,1,3,2,1,1,1
FECOMP,2019,PROJETOS DE ENGENHARIA II,3,3,4,3,3,1,4,2,4,1,4,3,4,4,4,4,3,1,3,4,3,3,1,2,2,2,2,1
FECOMP,2019,PROJETOS DE ENGENHARIA II,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,4,2
FEC,2017,PROJETOS ELETRICOS,4,3,4,4,2,4,4,3,4,3,4,2,3,3,4,3,3,4,3,4,4,4,3,4,4,4,4,3
FEC,2017,PROJETOS ELETRICOS,4,4,4,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4
FEM,2017,PROJETOS INDUSTRIAIS,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FEM,2017,PROJETOS INDUSTRIAIS,2,3,2,3,2,1,2,1,1,1,2,2,1,1,1,2,2,2,3,3,2,3,1,3,4,4,4,1
FEM,2017,PROJETOS INDUSTRIAIS,3,4,3,4,3,4,4,2,3,2,3,3,3,2,2,3,2,3,3,3,2,2,1,2,3,3,4,2
FEM,2017,PROJETOS INDUSTRIAIS,2,4,4,4,3,4,4,3,4,2,4,4,4,4,3,2,3,3,4,4,4,4,3,3,4,4,4,2
FEM,2017,PROJETOS INDUSTRIAIS,2,2,3,3,2,1,2,2,3,2,4,1,1,1,1,1,1,2,1,4,3,2,3,4,2,4,4,1
FEM,2017,PROJETOS INDUSTRIAIS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
FEM,2017,PROJETOS INDUSTRIAIS,3,3,2,4,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3
FAESA,2016,QUALIDADE DO AR,3,4,4,4,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,3,4,4,2,2,2,3,4,2
FAESA,2016,QUALIDADE DO AR,2,3,2,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,3,3,2,2,2,2,4,1
FAESA,2016,QUALIDADE DO AR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2016,QUALIDADE DO AR,3,4,3,3,3,4,4,2,3,3,4,3,3,2,3,2,3,3,3,4,3,4,3,2,3,3,4,2
FEC,2020,QUIMICA TEORICA APLICADA,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,2,2,4,4,2,4,4,4,4,2
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,2,2,3,3,2,4,4,3
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,2,2,3,3,3,3,3
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,3,4,4,4
FEC,2020,QUIMICA TEORICA APLICADA,3,4,3,4,4,4,4,4,4,4,2,3,3,3,3,3,2,1,2,1,1,1,1,2,2,4,1,2
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,3
FEC,2020,QUIMICA TEORICA APLICADA,4,4,3,4,4,4,4,4,3,4,4,4,4,3,2,2,3,4,3,4,3,4,3,2,4,4,4,4
FEC,2020,QUIMICA TEORICA APLICADA,4,4,3,4,4,4,4,4,3,4,4,4,4,3,2,2,3,4,3,4,3,4,3,2,4,4,4,4
FEC,2020,QUIMICA TEORICA APLICADA,4,4,3,4,4,4,4,4,3,4,4,4,4,3,2,2,3,4,3,4,3,4,3,2,4,4,4,4
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,2,2,3,4,3,4,4,3
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,4,3,3,4,4,4,4,4,4
FEC,2020,QUIMICA TEORICA APLICADA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2
FEC,2020,QUIMICA TEORICA APLICADA,3,4,3,4,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,2,1,2,2,4,4,3
FAESA,2016,RECURSOS HIDRICOS,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,3,4,4,3
FAESA,2016,RECURSOS HIDRICOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2016,RECURSOS HIDRICOS,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4
FAESA,2016,RECURSOS HIDRICOS,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4
FAESA,2015,RECURSOS HIDRICOS,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,2,4,3,4,4,4
FECOMP,2018,REDES DE COMPUTADORES II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4
FECOMP,2018,REDES DE COMPUTADORES II,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,4
FECOMP,2018,REDES DE COMPUTADORES II,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
FAESA,2016,RESIDUOS SOLIDOS URBANOS,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3
FAESA,2016,RESIDUOS SOLIDOS URBANOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2016,RESIDUOS SOLIDOS URBANOS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3
FAESA,2018,RESISTENCIA DOS MATERIAIS I,4,3,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,2,1
FAESA,2017,SAUDE AMBIENTAL,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,4
FAESA,2017,SAUDE AMBIENTAL,4,4,4,3,4,1,4,1,3,1,3,4,3,3,3,1,3,3,4,4,4,2,2,2,4,4,3,3
FAESA,2017,SAUDE AMBIENTAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,3,4,2
FAESA,2017,SAUDE AMBIENTAL,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
FAESA,2017,SAUDE AMBIENTAL,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,4,3
FAESA,2017,SAUDE AMBIENTAL,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,4,4
FAESA,2017,SAUDE AMBIENTAL,4,4,1,2,3,1,3,2,3,1,1,2,1,1,1,2,3,2,3,4,4,3,2,4,4,4,4,3
FAESA,2017,SAUDE AMBIENTAL,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,3,3,3,3,3,3,3,2
FAESA,2017,SAUDE AMBIENTAL,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,4,4,4,4,4,4
FAESA,2017,SAUDE AMBIENTAL,3,3,1,1,3,2,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,3,3,4,4,2
FAESA,2017,SAUDE AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,1,4,4,4,4,3
FEC,2017,SEGURANCA NA CONSTRUCAO CIVIL,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3,3,4,4,4
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,3,2,4,2,4,4,3,2,2,2,2,2,3,4,2,2,3,2,2,3,2,2,2,2,3,3,2
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,3,4,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,4,3,3,2,3,2,3,3,3,3
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,3,4,4,4,4,4
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,3,3,3,2,3,3,2,2,1,2,2,2,2,2,1,2,2,3,4,3,1,2,3,2,2,3,2
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,4,3,3,4,4,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3
FEC,2018,SEGURANCA NA CONSTRUCAO CIVIL,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,1,4,4,4,4,4,2,2,2,2,3,2,3
FAESA,2016,SEGURANCA NO TRABALHO,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4
FAESA,2016,SEGURANCA NO TRABALHO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2016,SEGURANCA NO TRABALHO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4
FECOMP,2018,SINAIS E SISTEMAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4
FECOMP,2018,SINAIS E SISTEMAS,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
FECOMP,2017,SINAIS E SISTEMAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3
FECOMP,2018,SINAIS E SISTEMAS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,2,2,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,2,3,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,3,1
FAESA,2017,SISTEMA DE ABASTECIMENTO DE AGUA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,3
FEC,2016,SISTEMAS DE SANEAMENTO AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4
FEC,2016,SISTEMAS DE SANEAMENTO AMBIENTAL,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,2,3,3,3,3,3
FEC,2016,SISTEMAS DE SANEAMENTO AMBIENTAL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,3,3,4,3
FEC  (Goianesia do Para),2019,SISTEMAS DE TRANSPORTES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4
FEC  (Goianesia do Para),2019,SISTEMAS DE TRANSPORTES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2019,SISTEMAS DE TRANSPORTES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
FEC  (Goianesia do Para),2019,SISTEMAS DE TRANSPORTES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,3
FEC  (Goianesia do Para),2019,SISTEMAS DE TRANSPORTES,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,3,2,3,3,2,3,3,4,4,3
FEC  (Goianesia do Para),2019,SISTEMAS DE TRANSPORTES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2016,SISTEMAS TERMICOS II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEC,2017,TECNOLOGIA DA CONSTRUCAO CIVIL I,4,4,4,4,2,2,4,2,4,2,4,4,4,4,4,2,2,4,2,4,4,2,4,4,4,4,4,2
FEC,2018,TECNOLOGIA DA CONSTRUCAO CIVIL I,3,3,3,4,4,4,4,3,3,4,4,3,3,3,4,4,4,3,3,3,3,4,4,3,4,4,4,3
FEC,2018,TECNOLOGIA DA CONSTRUCAO CIVIL I,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
FEC,2018,TECNOLOGIA DA CONSTRUCAO CIVIL II,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,3,3
FECOMP,2017,TEORIA ELETROMAGNETICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2017,TEORIA ELETROMAGNETICA,3,4,3,3,4,3,3,3,4,2,4,4,4,3,4,4,3,4,4,4,2,3,4,4,4,4,4,4
FECOMP,2017,TEORIA ELETROMAGNETICA,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3
FECOMP,2017,TEORIA ELETROMAGNETICA,3,4,3,4,4,3,4,3,3,4,4,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2
FECOMP,2017,TEORIA ELETROMAGNETICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FECOMP,2016,TEORIA ELETROMAGNETICA,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,4
FECOMP,2017,TEORIA ELETROMAGNETICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
FECOMP,2016,TEORIA ELETROMAGNETICA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
FEM,2017,TERMODINAMICA,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,1,3,2,1,2,3,4,4,3
FEM,2018,TERMODINAMICA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,1,4,4,3,4,4,4,4,3
FEM,2018,TERMODINAMICA,3,4,4,4,3,4,3,3,4,4,3,4,3,3,3,3,4,3,3,3,2,2,2,4,3,4,4,4
FECOMP,2016,TOPICOS ESPECIAIS EM REDES DE COMPUTADORES,4,4,3,3,4,4,4,4,4,4,4,3,3,2,2,1,4,4,4,4,2,3,2,3,3,3,3,3
FECOMP,2017,TOPICOS ESPECIAIS EM REDES DE COMPUTADORES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1
FECOMP,2016,TOPICOS ESPECIAIS EM REDES DE COMPUTADORES,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FEM,2017,TRANSFERENCIA DE CALOR II,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
FEM,2017,TRANSFERENCIA DE CALOR II,2,3,4,4,2,4,4,1,3,3,3,3,1,3,2,3,1,1,1,2,2,2,1,2,3,3,2,1
FEM,2017,TRANSFERENCIA DE CALOR II,3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3
FEM,2017,TRANSFERENCIA DE CALOR II,4,3,4,4,2,4,4,4,4,4,4,4,3,3,3,4,3,3,3,2,3,2,1,3,2,4,4,2
FEM,2017,TRANSFERENCIA DE CALOR II,4,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,2,2,4,4,4,3
FEM,2017,TRANSFERENCIA DE CALOR II,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,2
FEM,2017,TRANSFERENCIA DE CALOR II,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,3
FEC,2016,TRANSPORTE AQUAVIARIO,3,3,3,4,4,4,3,4,2,3,3,2,2,3,2,1,3,3,3,4,4,2,2,3,3,3,4,3
